ProtocolType,ProtocolName,EventType,EventName,FormName,Date,Ancestry,SiteID,SiteType,SiteStatus,Slope,Aspect,Elevation,SpeciesSymbol,FieldSymbol,SpeciesName,SpeciesName1,CommonName,SpeciesQualifier,FieldQualifier,Transect,SampleNumber,Element,SubElement,cParameter,cParameter2,cParameter3,cValue,cValueCommon,cValue2,cValue2Common,cValue3,cValue3Common,nValue,nValue2,nValue3,DDLat,DDLong
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,38,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,2GA,2GA,"Grass, annual","Grass, annual","Grass, annual",,,0,1,0,,,,,,,,,,,14,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,24,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,39,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,PASM,PASM,Pascopyrum smithii,Pascopyrum smithii,western wheatgrass,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,15,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,BOCU,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,sideoats grama,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,2,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,SPCR,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,sand dropseed,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,PAOB,PAOB,Panicum obtusum,Panicum obtusum,vine mesquite,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,OPFU,OPFU,Opuntia fulgida,Opuntia fulgida,jumping cholla,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,PAOB,PAOB,Panicum obtusum,Panicum obtusum,vine mesquite,,,0,1,0,,,,,,,,,,,2,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,SPCR,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,sand dropseed,,,0,1,0,,,,,,,,,,,8,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,2GA,2GA,"Grass, annual","Grass, annual","Grass, annual",,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,GAURA,GAURA,Gaura,Gaura,beeblossom,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,2GA,2GA,"Grass, annual","Grass, annual","Grass, annual",,,0,1,0,,,,,,,,,,,21,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,OPFU,OPFU,Opuntia fulgida,Opuntia fulgida,jumping cholla,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,2,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,SPCR,SPCR,Sporobolus cryptandrus,Sporobolus cryptandrus,sand dropseed,,,0,1,0,,,,,,,,,,,3,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,ARIST,ARIST,Aristida,Aristida,threeawn,,,0,1,0,,,,,,,,,,,4,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,PASM,PASM,Pascopyrum smithii,Pascopyrum smithii,western wheatgrass,,,0,1,0,,,,,,,,,,,4,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,11,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,88,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,2,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,PAOB,PAOB,Panicum obtusum,Panicum obtusum,vine mesquite,,,0,1,0,,,,,,,,,,,7,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,EVOLV,EVOLV,Evolvulus,Evolvulus,dwarf morning-glory,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,KRLA2,KRLA2,Krascheninnikovia lanata,Krascheninnikovia lanata,winterfat,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/11/2017,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,EVOLV,EVOLV,Evolvulus,Evolvulus,dwarf morning-glory,,,0,1,0,,,,,,,,,,,3,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,42,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,EUPHO,EUPHO,Euphorbia,Euphorbia,spurge,,,0,1,0,,,,,,,,,,,4,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,MATR3,MATR3,Mahonia trifoliolata,Mahonia trifoliolata,algerita,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,27,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,25,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,BOCU,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,sideoats grama,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,EUPHO,EUPHO,Euphorbia,Euphorbia,spurge,,,0,1,0,,,,,,,,,,,12,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,JUMO,JUMO,Juniperus monosperma,Juniperus monosperma,oneseed juniper,,,0,1,0,,,,,,,,,,,7,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,GUSA2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,broom snakeweed,,,0,1,0,,,,,,,,,,,7,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,BOGR2,BOGR2,Bouteloua gracilis,Bouteloua gracilis,blue grama,,,0,1,0,,,,,,,,,,,43,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,8,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,BOCU,BOCU,Bouteloua curtipendula,Bouteloua curtipendula,sideoats grama,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ARIST,ARIST,Aristida,Aristida,threeawn,,,0,1,0,,,,,,,,,,,23,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,3,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,EUPHO,EUPHO,Euphorbia,Euphorbia,spurge,,,0,1,0,,,,,,,,,,,3,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,2GA,2GA,"Grass, annual","Grass, annual","Grass, annual",,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,JUMO,JUMO,Juniperus monosperma,Juniperus monosperma,oneseed juniper,,,0,1,0,,,,,,,,,,,3,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ARIST,ARIST,Aristida,Aristida,threeawn,,,0,1,0,,,,,,,,,,,7,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,GAURA,GAURA,Gaura,Gaura,beeblossom,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,GAURA,GAURA,Gaura,Gaura,beeblossom,,,0,1,0,,,,,,,,,,,6,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,26,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ASTER,ASTER,Aster,Aster,aster,,,0,1,0,,,,,,,,,,,2,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,7,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ELEL5,ELEL5,Elymus elymoides,Elymus elymoides,squirreltail,,,0,1,0,,,,,,,,,,,4,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,GUSA2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,broom snakeweed,,,0,1,0,,,,,,,,,,,1,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ELEL5,ELEL5,Elymus elymoides,Elymus elymoides,squirreltail,,,0,1,0,,,,,,,,,,,5,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,GUSA2,GUSA2,Gutierrezia sarothrae,Gutierrezia sarothrae,broom snakeweed,,,0,1,0,,,,,,,,,,,3,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ELEL5,ELEL5,Elymus elymoides,Elymus elymoides,squirreltail,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,12,1,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,SPHAE,SPHAE,Sphaeralcea,Sphaeralcea,globemallow,,,0,1,0,,,,,,,,,,,5,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_11 through Y_15,03-09-01-00115-XXX-Y12,Key Area,Active,,,,ARIST,ARIST,Aristida,Aristida,threeawn,,,0,1,0,,,,,,,,,,,8,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,LYPH,LYPH,Lycurus phleoides,Lycurus phleoides,common wolfstail,,,0,1,0,,,,,,,,,,,1,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,MURI,MURI,Muhlenbergia richardsonis,Muhlenbergia richardsonis,mat muhly,,,0,1,0,,,,,,,,,,,1,2,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,PLJA,PLJA,Pleuraphis jamesii,Pleuraphis jamesii,James' galleta,,,0,1,0,,,,,,,,,,,6,3,,,
UA Extension Standard Office,UA Extension Standard Office,DWR (by tally),DWR (by tally),Extension Standard Office,10/2/2014,USFS > Region 03 > Prescott National Forest > Chino Valley Ranger District > Yavapai Allotment > Unknown Pasture > Y_01 through Y_05,03-09-01-00115-XXX-Y05,Key Area,Active,,,,2FA,2FA,"Forb, annual","Forb, annual","Forb, annual",,,0,1,0,,,,,,,,,,,9,2,,,
